what,kind,bundleId,bundleVersion,description,time
java.vendor,sysinfo,,,"Apple Inc.",1330095415934
java.version,sysinfo,,,"1.6.0_29",1330095415934
java.vm.info,sysinfo,,,"mixed mode",1330095415934
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1330095415934
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1330095415934
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1330095415934
java.vm.specification.version,sysinfo,,,"1.0",1330095415934
java.vm.vendor,sysinfo,,,"Apple Inc.",1330095415934
java.vm.version,sysinfo,,,"20.4-b02-402",1330095415934
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330095563950
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330095563957
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1330095563970
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1330095568893
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1330095569789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330095572838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330095600221
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1330095600228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330095678140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330095679841
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330095679932
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1330095680575
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1330095680579
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1330095680720
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1330095680736
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1330095680741
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1330095680745
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1330095680747
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1330095680747
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1330095680748
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1330095680748
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1330095680749
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1330095680751
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1330095680752
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1330095680754
